iteration,isolation,commit_hint_first,thread_a_committed,thread_b_committed,thread_a_error,thread_b_error,invariant_ok,invariant_detail
568,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=9ae683c4-f9e1-40f7-becf-689c93ed2bfe, reason=kind_outranked -- payload={""value"": ""INFERRED_iter568"", ""writer"": ""kndb_native"", ""fact_id"": ""e5f9d318-9cc4-4a2c-939e-7b9aaa1c1a23"", ""provsql"": ""cce5ec91-dcc0-4758-99da-99277f76af90"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.207485-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000568, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
569,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f7821edd-c006-49bf-8ec3-23a11feb9569, reason=kind_outranked -- payload={""value"": ""INFERRED_iter569"", ""writer"": ""kndb_native"", ""fact_id"": ""e96be6a6-52d4-43cf-8308-6a87b98d516e"", ""provsql"": ""3eb52b14-d2c0-48d4-8eb8-296e672a731d"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.215315-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000569, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
570,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=cbd9c785-e6c9-400e-919b-c135edf98d9e, reason=kind_outranked -- payload={""value"": ""INFERRED_iter570"", ""writer"": ""kndb_native"", ""fact_id"": ""33114d10-6251-4359-9c14-a6bfdb90f33a"", ""provsql"": ""545a3cbe-140e-4391-9fb3-c70fc078e11a"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.2237-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000570, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
571,READ COMMITTED,A,1,1,,,1,
572,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=a688163b-66db-4069-a871-09de086ada9c, reason=kind_outranked -- payload={""value"": ""INFERRED_iter572"", ""writer"": ""kndb_native"", ""fact_id"": ""43be9d94-fb09-4989-9c32-2c916efec9ef"", ""provsql"": ""633335a4-333c-47c1-8044-004874a22d08"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.239746-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000572, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
573,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=b741290d-939f-4694-a0a5-78e38cad478c, reason=kind_outranked -- payload={""value"": ""INFERRED_iter573"", ""writer"": ""kndb_native"", ""fact_id"": ""39e51129-160f-439c-8803-1a9e734b3068"", ""provsql"": ""dfc4572a-983e-4a3e-af24-5d5b2fde5fca"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.248229-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000573, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
574,READ COMMITTED,A,1,1,,,1,
575,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=80b6edac-aee1-42a1-883a-e80eb946125c, reason=kind_outranked -- payload={""value"": ""INFERRED_iter575"", ""writer"": ""kndb_native"", ""fact_id"": ""922ae71c-520e-41d8-8427-ed482e3ef447"", ""provsql"": ""9ff90e01-9f6c-4c99-910e-61588a6752c3"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.264858-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000575, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
576,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=d892b9bb-dab4-461a-b26a-416df90409da, reason=kind_outranked -- payload={""value"": ""INFERRED_iter576"", ""writer"": ""kndb_native"", ""fact_id"": ""8dc28677-3574-47c1-9936-0869dc4523c1"", ""provsql"": ""bc0a246d-39f7-4b42-9fb2-775c3bca6b8f"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.27364-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000576, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
577,READ COMMITTED,A,1,1,,,1,
578,READ COMMITTED,A,1,1,,,1,
579,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=8f46e6fb-2a8a-4193-847f-39bccc56cb85, reason=kind_outranked -- payload={""value"": ""INFERRED_iter579"", ""writer"": ""kndb_native"", ""fact_id"": ""a6197101-b138-4569-8a51-ae5cc4634bd5"", ""provsql"": ""1671bae4-4409-40a5-9e42-e438c31b48f5"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.298114-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000579, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
580,READ COMMITTED,A,1,1,,,1,
581,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=303e8a3e-8ec5-4fe5-a336-d09400d1f28a, reason=kind_outranked -- payload={""value"": ""INFERRED_iter581"", ""writer"": ""kndb_native"", ""fact_id"": ""a0d8d536-734a-4f84-91ca-a74fd27a8e29"", ""provsql"": ""53fed6dc-a18f-49f3-b966-a239be8219c7"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.314625-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000581, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
582,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f249bc80-16e4-489e-9bd2-4ecfd975340f, reason=kind_outranked -- payload={""value"": ""INFERRED_iter582"", ""writer"": ""kndb_native"", ""fact_id"": ""a9feafa6-4a43-4629-99fb-982a63ef78eb"", ""provsql"": ""bd3bc9a0-4645-4c0e-90a1-2676a649ec6d"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.322864-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000582, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
583,READ COMMITTED,A,1,1,,,1,
584,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=5df466de-3eaf-485f-a68b-2bbde21fbfe0, reason=kind_outranked -- payload={""value"": ""INFERRED_iter584"", ""writer"": ""kndb_native"", ""fact_id"": ""77e91a20-781a-4444-ad11-b5e7af923d96"", ""provsql"": ""dc02ef52-bba5-4896-991f-7db7c29a02ee"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.339857-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000584, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
585,READ COMMITTED,A,1,1,,,1,
586,READ COMMITTED,A,1,1,,,1,
587,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=41521447-c2e1-49f6-a787-0ea495ffc2f8, reason=kind_outranked -- payload={""value"": ""INFERRED_iter587"", ""writer"": ""kndb_native"", ""fact_id"": ""f4714dc8-1913-4a7e-9505-ef6d8e1d2030"", ""provsql"": ""7c5feda5-70d2-4222-90a2-2a6e2f6f6f20"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.364736-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000587, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
588,READ COMMITTED,A,1,1,,,1,
589,READ COMMITTED,A,1,1,,,1,
590,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=57087e5f-c31f-4102-963e-9813311fc410, reason=kind_outranked -- payload={""value"": ""INFERRED_iter590"", ""writer"": ""kndb_native"", ""fact_id"": ""f9937828-8585-407e-ad5f-719af1d57582"", ""provsql"": ""063280f3-e151-43fa-914b-04a7f290de36"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.389702-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000590, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
591,READ COMMITTED,A,1,1,,,1,
592,READ COMMITTED,A,1,1,,,1,
593,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=66442a0f-c7f3-4760-ae1b-27a0ff996112, reason=kind_outranked -- payload={""value"": ""INFERRED_iter593"", ""writer"": ""kndb_native"", ""fact_id"": ""ce95cc7e-e449-4701-b494-74b9db4a9cd0"", ""provsql"": ""09277101-1101-476d-9826-0d3693f32c7a"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.414478-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000593, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
594,READ COMMITTED,A,1,1,,,1,
595,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=b1a39fa4-22cb-4ad9-9081-3e33534ac287, reason=kind_outranked -- payload={""value"": ""INFERRED_iter595"", ""writer"": ""kndb_native"", ""fact_id"": ""a452b1e3-a9af-4f0d-8d7b-9337a7bae96d"", ""provsql"": ""35dcbf32-c3a1-43ab-bdbf-43ce6a335db8"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.431327-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000595, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
596,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=ef603a2a-2121-4a2b-94d1-4a1d9c697395, reason=kind_outranked -- payload={""value"": ""INFERRED_iter596"", ""writer"": ""kndb_native"", ""fact_id"": ""aa7d4539-2790-4aae-8416-373ab7b1096d"", ""provsql"": ""a4282fc2-96a8-4646-9dbe-977cc1c62357"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.439254-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000596, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
597,READ COMMITTED,A,1,1,,,1,
598,READ COMMITTED,A,1,1,,,1,
599,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=dc419bd9-762f-419a-b009-0d2e90dba1a8, reason=kind_outranked -- payload={""value"": ""INFERRED_iter599"", ""writer"": ""kndb_native"", ""fact_id"": ""e849dbf6-2116-49bc-b795-80cdaf200a91"", ""provsql"": ""748a340e-4413-4344-b6a2-67893b8aa740"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.464548-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000599, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
600,READ COMMITTED,A,1,1,,,1,
601,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=326a819e-e8e2-4659-af54-ef678a7e4794, reason=kind_outranked -- payload={""value"": ""INFERRED_iter601"", ""writer"": ""kndb_native"", ""fact_id"": ""db1bd681-afd9-43e8-a0c3-470e1e92f9d9"", ""provsql"": ""fe1645c0-de06-40e9-9612-cf19e14af3da"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.481183-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000601, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
602,READ COMMITTED,A,1,1,,,1,
603,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=8a4278aa-8632-4368-97e3-4c08453f9df2, reason=kind_outranked -- payload={""value"": ""INFERRED_iter603"", ""writer"": ""kndb_native"", ""fact_id"": ""b47bb4a5-3222-4791-b751-25c8bb7e62a8"", ""provsql"": ""1cf96661-cbef-46a4-a31c-062bd640fd65"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.498723-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000603, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
604,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=4fea6afb-7f6e-4cbc-81c3-5a75dc4c132a, reason=kind_outranked -- payload={""value"": ""INFERRED_iter604"", ""writer"": ""kndb_native"", ""fact_id"": ""17b113cb-5ecc-4c12-9e7d-b707542fc616"", ""provsql"": ""7d6ba59f-5e24-4d6d-b33b-e0ad925630ac"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.506261-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000604, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
605,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=82b20cd2-9bd2-467b-85b0-89d46e657320, reason=kind_outranked -- payload={""value"": ""INFERRED_iter605"", ""writer"": ""kndb_native"", ""fact_id"": ""5ca3afac-0583-48f7-a90b-aa27fce77ae3"", ""provsql"": ""fd5687a5-e8f7-476f-9480-1a2e34fc6952"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.514517-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000605, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
606,READ COMMITTED,A,1,1,,,1,
607,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=e2b93551-5258-4004-b6dc-9a716b26b3d2, reason=kind_outranked -- payload={""value"": ""INFERRED_iter607"", ""writer"": ""kndb_native"", ""fact_id"": ""0ae71bb2-51b9-44f1-aec6-92e610f5b957"", ""provsql"": ""a5da93e6-d632-43db-9008-dc0601ee0665"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.532194-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000607, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
608,READ COMMITTED,A,1,1,,,1,
609,READ COMMITTED,A,1,1,,,1,
610,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f37de172-f5b0-4ea6-89dc-d11e116febd7, reason=kind_outranked -- payload={""value"": ""INFERRED_iter610"", ""writer"": ""kndb_native"", ""fact_id"": ""dba022c8-41b3-4732-8815-9e66d841f4a3"", ""provsql"": ""e69ef06e-1733-4797-a7c9-2faf6cd467d5"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.557139-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000610, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
611,READ COMMITTED,A,1,1,,,1,
612,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=c46e1778-883a-4fea-8c13-55b36d9771c2, reason=kind_outranked -- payload={""value"": ""INFERRED_iter612"", ""writer"": ""kndb_native"", ""fact_id"": ""84357d61-8b5e-4379-882a-77c7598b6ea7"", ""provsql"": ""14ede81e-891f-4b66-8a6b-cd7940e90ace"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.57354-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000612, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
613,READ COMMITTED,A,1,1,,,1,
614,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=150c7ab8-45c7-43ed-81a3-4d71d0a7c74f, reason=kind_outranked -- payload={""value"": ""INFERRED_iter614"", ""writer"": ""kndb_native"", ""fact_id"": ""c33a66b7-9b5b-4229-9836-12c25e244873"", ""provsql"": ""7b7c5cf4-cc2c-48e6-8baf-4cd0d02a2e72"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.58969-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000614, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
615,READ COMMITTED,A,1,1,,,1,
616,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=bba2c5ad-0c2f-46ea-8eea-4e72ae69e60d, reason=kind_outranked -- payload={""value"": ""INFERRED_iter616"", ""writer"": ""kndb_native"", ""fact_id"": ""f55bcafa-4ff7-4236-be23-befc67b534a6"", ""provsql"": ""7ddf166b-545b-4c13-a578-845c3dad8ce3"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.606233-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000616, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
617,READ COMMITTED,A,1,1,,,1,
618,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=1a271eba-96a5-432d-bac8-7356cf9babbe, reason=kind_outranked -- payload={""value"": ""INFERRED_iter618"", ""writer"": ""kndb_native"", ""fact_id"": ""56a6ad8d-1b4d-449e-b78b-f33c0a4a567b"", ""provsql"": ""121d94ad-151c-4f0d-9d26-4bbb2909617c"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.62258-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000618, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
619,READ COMMITTED,A,1,1,,,1,
620,READ COMMITTED,A,1,1,,,1,
621,READ COMMITTED,A,1,1,,,1,
622,READ COMMITTED,A,1,1,,,1,
623,READ COMMITTED,A,1,1,,,1,
624,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=77c06a27-7446-4ca1-ac45-2c9acc83e3f2, reason=kind_outranked -- payload={""value"": ""INFERRED_iter624"", ""writer"": ""kndb_native"", ""fact_id"": ""96f264c0-1067-4d3f-a709-2f5ca8c65164"", ""provsql"": ""6cad59bb-521e-4f2c-bdaa-7c62edb4c245"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.67194-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000624, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
625,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=b429f644-2fb1-4c5a-9a91-d5d7564047d7, reason=kind_outranked -- payload={""value"": ""INFERRED_iter625"", ""writer"": ""kndb_native"", ""fact_id"": ""5b55a3e9-3fd9-4163-a41a-1782ed1310f6"", ""provsql"": ""fd04c3ce-67a0-443b-ba31-0c1fae53f642"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.68031-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000625, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
626,READ COMMITTED,A,1,1,,,1,
627,READ COMMITTED,A,1,1,,,1,
628,READ COMMITTED,A,1,1,,,1,
629,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=6e42488b-d890-46bc-9597-207e76a4c211, reason=kind_outranked -- payload={""value"": ""INFERRED_iter629"", ""writer"": ""kndb_native"", ""fact_id"": ""0975e51b-505a-47d2-a464-517b304bb5de"", ""provsql"": ""f60956b7-cdf7-4e70-b564-9d1466ad3f48"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:23.716533-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000629, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
